Nom productor,Núm. acreditació,Persona jurídica,Persona física,NIF,Adreça,Codi postal,Municipi,Comarca,Productes,Grups Productes,Venda directa,Venda circuit curt,Telèfon,Correu electrònic,Marca Comercial
"CASADEMONT BELLMAS, ENRIC",VP/P/0853/2013,,X,,,17470,PRESES,ALT EMPORDÀ,"BLAT DE MORO, PERERES, POMERES","BLAT DE MORO, FRUITA DOLÇA",,Venda circuit curt,,,JOFRE-BELLIDO
"CASADO CARULLA, JAUME",VP/P/2439/2016,,X,,,25639,LLIMIANA,PALLARS JUSSÀ,"Plantes aromàtiques, espècies i infusions, OLIVES, RAÏM, AMETLLES, FESTUCS, HORTA, SAFRÀ","ALTRES PRODUCTES, FRUITS DE CLOSCA, HORTÍCOLES, NO ADMISSIBLES, OLIVERAR, VINYA",Venda directa,,,,JORDANA MASNOU SL
"CASALS BARRIS, FRANCISCO",VP/P/0704/2013,,X,,,8519,MASIES DE VOLTREGÀ,OSONA,"RAÏM, NOUS O ANOUS, PRODUCTES D'HORTA","FRUITS DE CLOSCA, HORTÍCOLES, VINYA",Venda directa,,,,
"CASALS BOLTA, ESTEVE",VP/P/3332/2019,,X,,,8635,SANT ESTEVE SESROVIRES,BAIX LLOBREGAT,"Vins, caves i vinagres, OLIVES, RAÏM VI, AMETLLES","FRUITS DE CLOSCA, OLIVERAR, VINYA",Venda directa,,,,JOSANCA
"CASALS BRESCO, JOSEP MARIA",VP/P/3303/2019,,X,,,25334,CASTELLSERÀ,URGELL,"ORDI, OLIVES, PERES","CEREALS, FRUITA DOLÇA, NO ADMISSIBLES, OLIVERAR",Venda directa,,,,
"CASALS MIRO, IGNASI",VP/P/2615/2017,,X,,,43364,PRADES,BAIX CAMP,"POMES, AVELLANES","FRUITA DOLÇA, FRUITS DE CLOSCA, NO ADMISSIBLES",Venda directa,Venda circuit curt,,,BADAL PREMIUM QUALITY
"CASALS ROCA, MIQUEL",VP/P/1543/2014,,X,,,25181,SOSES,SEGRIÀ,"OLIVES, RAÏM, PRÉSSECS, NECTARINES, ALBERCOCS, PRUNES, PRODUCTES D'HORTA","FRUITA DOLÇA, HORTÍCOLES, OLIVERAR, VINYA",,Venda circuit curt,,,
"CASALS ROSELL, AGUSTÍ",VP/P/0258/2013,,X,,,8694,SANT JULIÀ DE CERDANYOLA,BERGUEDÀ,"Carn, embotits i derivats carnis de boví",NO ADMISSIBLES,,Venda circuit curt,,,
"CASANELLAS VILANOVA, MARIA ROSA",VP/P/1805/2015,,X,,,8700,IGUALADA,ANOIA,"Fruiters, Horta","ALTRES USOS, FRUITA DOLÇA, HORTÍCOLES",Venda directa,,,,
"CASANOVA FATSINI, MARGARITA",VP/P/1516/2014,,X,,,43870,AMPOSTA,MONTSIÀ,"ARRÒS, OLIVES, GARROFES, COL I COLIFLOR, CARXOFA, TARONGES","ARRÒS, CÍTRICS, FRUITS DE CLOSCA, HORTÍCOLES, NO ADMISSIBLES, OLIVERAR",Venda directa,,,,
"CASANOVA TALLADA, GERARD",VP/P/2003/2016,,X,,,8695,BAGÀ,BERGUEDÀ,"Carn, embotits i derivats carnis de pollastres/gallina",,Venda directa,,,,HORTS CA L'ALEGRIA
"CASANOVAS CRUZ, BERNAT",VP/P/2852/2018,,X,,,8650,SALLENT,BAGES,"CARABASSA, TOMÀQUET","HORTÍCOLES, LLEGUMINOSES",Venda directa,Venda circuit curt,,,
"CASANOVAS SIRVENT, JORDI",VP/P/2993/2018,,X,,,17538,ALP,CERDANYA,"BLAT TOU, PATATA","CEREALS, HORTÍCOLES",Venda directa,Venda circuit curt,,,
"CASANY VIRGILI, NÚRIA",VP/P/2856/2018,,X,,,43800,VALLS,ALT CAMP,"Olis, PATATA, OLIVES, RAÏM VI, AMETLLES, CIRERES, GARROFES","FRUITA DOLÇA, FRUITS DE CLOSCA, HORTÍCOLES, OLIVERAR, VINYA",Venda directa,Venda circuit curt,,,LA PASIEGA
"CASAS CAMPS, SALVI",VP/P/2537/2017,,X,,,17116,"CRUÏLLES, MONELLS I SANT SADURNÍ DE L'HE",BAIX EMPORDÀ,"Carn, embotits i derivats carnis de xai, Olis, ORDI, CIVADA, GIRA-SOL, OLIVES, AMETLLES, HORTA, FIGUES","CEREALS, FRUITA DOLÇA, FRUITS DE CLOSCA, HORTÍCOLES, OLEAGINOSES, OLIVERAR",Venda directa,Venda circuit curt,,,
"CASAS CINTAS, AURORA",VP/P/1903/2015,,X,,,8570,BARCELONA,BARCELONÈS,"TARONGER, MANDARINA",CÍTRICS,Venda directa,,,,
"CASAS GALIMANY, JOSEP",VP/P/1664/2014,,X,,,43713,SANT JAUME DELS DOMENYS,BAIX PENEDÉS,"PATATA, OLIVES, RAÏM, MELÓ, TOMÀQUET","HORTÍCOLES, OLIVERAR, VINYA",Venda directa,,,,FESOLS DE SANTA PAU
"CASAS JORBA, JUAN",VP/P/2696/2017,,X,,,8700,IGUALADA,ANOIA,"OLIVES, AMETLLES, NOUS, ALTRES FRUITES","FRUITA DOLÇA, FRUITS DE CLOSCA, NO ADMISSIBLES, OLIVERAR",Venda directa,,,,LA CATXARUDA
"CASAS MONTRÀS, SEBASTIÀ",VP/P/0690/2013,,X,,,25639,LLIMIANA,PALLARS JUSSÀ,"OLIVES, RAÏM VI, RAÏM DE TAULA, AMETLLES, PRESSECS, NECTARINES, ALBERCOCS, PERES, POMES, CIRERES, PRUNES, NOUS, PEBROT, MELÓ, ENCIAMS, CEBA, CALÇOT, PORRO I ALL, CARBASSÓ, ESPINAC, TOMÀQUET, CAQUI, MAGRANES, FIGUES, AVELLANES, MONGETA","FRUITA DOLÇA, FRUITS DE CLOSCA, HORTÍCOLES, LLEGUMINOSES, OLIVERAR, VINYA",Venda directa,Venda circuit curt,,,IOGURTS LA FAGEDA
"CASAS NOGUER, JOSEP",VP/P/1756/2015,,X,,,17121,CORÇÀ,BAIX EMPORDÀ,"Olis, BLAT TOU, BLAT DE MORO, ORDI, CIVADA, OLIVES","CEREALS D'ESTIU, CEREALS, OLEAGINOSES, OLIVERAR",Venda directa,,,,
"CASASAS MATABACAS, MARIA TERESA",VP/P/1276/2013,,X,,,8553,SEVA,OSONA,Mel,,Venda directa,Venda circuit curt,,,LA FRASERA
"CASELLAS MIMBRERO, JOAN",VP/P/2593/2017,,X,,,43716,ALBINYANA,BAIX PENEDÉS,Ous de gallina,,Venda directa,,,,FORMATGERIA DE GAVAS
"CASES BLANQUES NATURA, SL",VP/P/0548/2013,X,,B63650519,C CLARIANA 1,8793,AVINYONET DEL PENEDÈS,ALT PENEDÈS,"OLIVERES, ALBERCOQUERS, PERERES, POMERES, CIRERERS, PRUNERES, ALTRES FRUITERS DE LLAVOR, CAQUI","FRUITA DOLÇA, OLIVERAR",Venda directa,Venda circuit curt,666548232,joan@casesblanques.cat,
"CASES PEQUEROLES, JUAN FRANCISCO",VP/P/3105/2019,,X,,,43592,XERTA,BAIX EBRE,"OLIVES, TARONGES, MANDARINES","CÍTRICS, OLIVERAR",Venda directa,,,,
"CASETA DE SANT VICENÇ, SL",VP/P/0406/2013,X,,B60967742,Ctra Sant Bartomeu del Grau 63,8503,GURB,OSONA,"Carn, embotits i derivats carnis de xai, Carn, embotits i derivats carnis de boví, BLAT DE MORO, ORDI","CEREALS D'ESTIU, CEREALS, NO ADMISSIBLES",Venda directa,,639343182,carnsmarti@gmail.com,
"CASINO BUENO, OSCAR",VP/P/1435/2014,,X,,,8140,CALDES DE MONTBUI,VALLÈS ORIENTAL,"Carn, embotits i derivats carnis de cabrum, Carn, embotits i derivats carnis de xai, BLAT TOU, ORDI, CIVADA, OLIVES, AVELLANES","CEREALS, FRUITS DE CLOSCA, OLIVERAR",,Venda circuit curt,,,
"CASSOLA MACIA, JOSE",VP/P/0672/2013,,X,,,8397,PINEDA DE MAR,MARESME,ALTRES FRUITERS DE LLAVOR,FRUITA DOLÇA,Venda directa,,,,LA TEULERA S.C.
"CASSOLA NAVARRO, JORDI",VP/P/2204/2016,,X,,,8397,PINEDA DE MAR,MARESME,"PATATA, ENCIAM, CEBES, CALÇOTS, PORROS I ALLS, COL I COLIFLOR, ALBERGÍNIA, CARXOFA, COGOMBRE, BLEDA, ESPINACS, JULIVERT","ALTRES PRODUCTES, HORTÍCOLES",Venda directa,,,,
"CASTAN ESCOLANO, JUAN",VP/P/0322/2013,,X,,,8003,BARCELONA,BARCELONÈS,"OLIVES, HORTA","HORTÍCOLES, OLIVERAR",Venda directa,Venda circuit curt,,,LA VALL
"CASTAÑÉ BRUNSÓ, GUILLEM",VP/P/3404/2020,,X,,,17466,GARRIGOLES,BAIX EMPORDÀ,"Plantes aromàtiques, espècies i infusions, BLAT TOU, BLAT DE MORO, ORDI, GIRA-SOL, ESPECIES AROMÀTIQUES HERBÀCIES","ALTRES PRODUCTES, CEREALS D'ESTIU, CEREALS, NO ADMISSIBLES, OLEAGINOSES",Venda directa,,,,LA XAISQUETA
"CASTAÑÉ BURNIOL, JOSEP",VP/P/1132/2013,,X,,,8513,PRATS DE LLUÇANÈS,OSONA,"Carn, embotits i derivats carnis de xai",,,Venda circuit curt,,,BARÓ DE L'ALBI  i   ALBINUS
"CASTAÑE, SCP",VP/P/3165/2019,X,,J58065954,Finca MAS EL GUIU,8519,SANTA CECÍLIA DE VOLTREGÀ,OSONA,Altres productes elaborats,,,Venda circuit curt,938570480,INFO@MASELGUIU.CAT,
"CASTANYA DE VILADRAU, SCP",VP/P/2253/2016,X,,J55051775,Ctra de les afores s/n MASVIDAL,17406,VILADRAU,OSONA,"Altres productes elaborats, CASTANYA",ALTRES PRODUCTES,Venda directa,Venda circuit curt,608131199,info@castanyadeviladrau.cat,L´ÀNEC 5 AGLANS
CASTELL DE GRABUAC SL,VP/P/2241/2016,X,,B64860414,C Can Suriol del Castell de Grabuac,8736,FONT-RUBÍ,ALT PENEDÈS,"Vins, caves i vinagres, OLIVES, RAÏM VI","OLIVERAR, VINYA",Venda directa,,938978426,cansuriol@suriol.com,L'ARANYÓ
CASTELL DE SUBIRATS S.A.,VP/P/3398/2020,X,,A58221029,C Els Casots 0,8739,SUBIRATS,ALT PENEDÈS,"Vins, caves i vinagres, OLIVES, RAÏM, PRESSECS, ALTRES FRUITES","FRUITA DOLÇA, NO ADMISSIBLES, OLIVERAR, VINYA",Venda directa,Venda circuit curt,658133618,info@olivebatllori.com,
"CASTELL DEL REMEI, SL",VP/P/2344/2016,X,,B59667535,Finca El Castell del Remei SN,25333,PENELLES,LA NOGUERA,"Vins, caves i vinagres, RAÏM VI, ALTRES FRUITES","ALTRES PRODUCTES, FRUITA DOLÇA, VINYA",Venda directa,,973580200,info@castelldelremei.com,INFRUSEC
"CASTELLA GRAU, JUAN",VP/P/0663/2013,,X,,,43870,AMPOSTA,MONTSIÀ,PATATA,"HORTÍCOLES, NO ADMISSIBLES",Venda directa,,,,
"CASTELLA PUIG, JUAN",VP/P/2573/2017,,X,,,8420,CANOVELLES,VALLÈS ORIENTAL,"Carn, embotits i derivats carnis de cabrum, Carn, embotits i derivats carnis de xai, CIVADA",CEREALS,Venda directa,Venda circuit curt,,,
"CASTELLANOS CORBERA, ROGER",VP/P/0965/2013,,X,,,8593,TAGAMANENT,VALLÈS ORIENTAL,"OLIVES, HORTA","HORTÍCOLES, OLIVERAR",Venda directa,Venda circuit curt,,,
CASTELLO FRUITS SAT CAT,VP/P/1951/2015,X,,V25780214,C/ MITJANETA,25185,GRANJA D'ESCARP,SEGRIÀ,"PRESSECS, NECTARINES, ALBERCOCS, PERES, CIRERES",FRUITA DOLÇA,Venda directa,Venda circuit curt,657801137,info@castellofruits.com,
"CASTELLON VILA, ALBA",VP/P/2515/2017,,X,,,25693,SALÀS DE PALLARS,PALLARS JUSSÀ,PATATA,"HORTÍCOLES, NO ADMISSIBLES",Venda directa,Venda circuit curt,,,LLETERA CAMPLLONG
"CASTELLS LLOTGE, ROMAN",VP/AP/0076/2015,,X,,,25632,SANT ESTEVE DE LA SARGA,PALLARS JUSSÀ,"Vins, caves i vinagres, Olis",,Venda directa,,,,
"CASTELLS VALLADARES, RAMON",VP/P/2962/2018,,X,,,43520,ROQUETES,BAIX EBRE,"Olis, PATATA, OLIVES, AMETLLES, MELÓ, CEBA, CALÇOT, PORRO I ALL, COL I COLIFLOR, Carxofa, TARONGES, MONGETA","CÍTRICS, FRUITS DE CLOSCA, HORTÍCOLES, LLEGUMINOSES, OLIVERAR",Venda directa,Venda circuit curt,,,
"CASTELROC, SA",VP/P/0379/2013,X,,A58645292,Venat Creu de Serra 6,17240,LLAGOSTERA,GIRONÈS,"Carn, embotits i derivats carnis de xai, Suro, BLAT TOU, CIVADA, HORTA","CEREALS, HORTÍCOLES, NO ADMISSIBLES, OLEAGINOSES",Venda directa,Venda circuit curt,616459034,vilarubiasjavier@gmail.com,
"CASTILLO RIPOLL, ANTONIO",VP/P/1012/2013,,X,,,8717,ARGENÇOLA,ANOIA,"Plantes aromàtiques, espècies i infusions, ESPECIES AROMÀTIQUES HERBÀCIES",ALTRES PRODUCTES,Venda directa,,,,CEOLPE
"CASTRO CREUS, ERIC",VP/P/1053/2013,,X,,,43700,VENDRELL,BAIX PENEDÉS,"OLIVERES, VINYES, AMETLLERS, NECTARINS, ALTRES FRUITERS DE LLAVOR","ALTRES FRUITS SECS, FRUITA DOLÇA, OLIVERAR, VINYA",Venda directa,,,,
"CASTRO DENUC, JAUME GUIFRÉ",VP/P/1247/2013,,X,,,43510,TORTOSA,BAIX EBRE,"Conserves vegetals, sucs, melmelades, Mel, Olis, Altres productes elaborats, OLIVERES, VINYES, AMETLLERS, ALTRES FRUITERS DE LLAVOR","ALTRES FRUITS SECS, FRUITA DOLÇA, OLIVERAR, VINYA",Venda directa,,,,MAS JOANHUIX
"CASTRO DENUC, MANUEL",VP/P/0999/2013,,X,,,43870,AMPOSTA,MONTSIÀ,"Vins, caves i vinagres, Olis, Conserves vegetals, sucs, melmelades, fruits secs torrats, OLIVES, RAÏM VI, AMETLLES, GARROFES, AVELLANES","FRUITS DE CLOSCA, OLIVERAR, VINYA",Venda directa,Venda circuit curt,,,
"CAT N 1077, SAT",VP/P/0304/2013,X,,F58997511,"Ctra C-16, km. 59",8650,SALLENT,BAGES,"Ous de gallina, BLAT TOU, ORDI, PATATA, OLIVES","CEREALS, HORTÍCOLES, OLEAGINOSES, OLIVERAR",,Venda circuit curt,609480704,casacoll@casacoll.es,
"CATALÀ ROIG, M. DOLORS",VP/P/2894/2018,,X,,,25140,ARBECA,LES GARRIGUES,"Olis, OLIVES, ESPINAC, TOMÀQUET, MONGETA","HORTÍCOLES, LLEGUMINOSES, OLIVERAR",Venda directa,,,,BRUNEC
"CATALUNYA ABELLES, SCP",VP/P/1613/2014,X,,J55185904,C PRIMERO DE MAYO 10,17469,FORTIÀ,ALT EMPORDÀ,Mel,,Venda directa,Venda circuit curt,609848175,gevas-ram@hormail.com,
"CAVAS PARES BALTA, SA",VP/P/2458/2016,X,,A08034274,C CASA BALTÀ,8739,PACS DEL PENEDÈS,ALT PENEDÈS,"Vins, caves i vinagres, OLIVES, RAÏM VI","OLIVERAR, VINYA",Venda directa,,938900999,agricultura@paresbalta.com,
"CAZORLA HIJANO, JOSE MANUEL",VP/P/1213/2013,,X,,,25520,PONT DE SUERT,ALTA RIBAGORÇA,Mel,,Venda directa,Venda circuit curt,,,DELTAFRUITS
"CEBES RUDO, SC",VP/P/0583/2013,X,,J17516931,Ctra Vila-sacra 21,17469,FORTIÀ,ALT EMPORDÀ,"BLAT TOU, BLAT DE MORO, ORDI, OLIVES, MELÓ, CEBES, CALÇOTS, PORROS I ALLS, HORTA, CIGRONS NO SIE","CEREALS D'ESTIU, CEREALS, HORTÍCOLES, LLEGUMINOSES, OLIVERAR",Venda directa,,626033831,NO EN DISPOSO,MANDARINA BARRUGAT
"CELLER BATLLIU DE SORT, S.L.",VP/P/3010/2018,X,,B25681412,casa moline,25560,SORT,PALLARS SOBIRÀ,"Vins, caves i vinagres, RAÏM","NO ADMISSIBLES, VINYA",Venda directa,,628125473,celler@batlliudesort.cat,CASA MANONELLES
"CELLER CAL COSTAS, SL",VP/P/2909/2018,X,,B60916640,Lloc FINCA CAL COSTAS,8739,FONT-RUBÍ,ALT PENEDÈS,"Vins, caves i vinagres, BLAT TOU, BLAT DUR, ORDI, OLIVES, RAÏM VI","CEREALS, OLIVERAR, VINYA",Venda directa,,938979040,info@jmiqueljane.com,
"CELLER CAN SAIS, SL",VP/P/2694/2017,X,,B17605320,Prage Raval de Dalt 10,17253,VALL-LLOBREGA,BAIX EMPORDÀ,"Vins, caves i vinagres, RAÏM VI",VINYA,Venda directa,Venda circuit curt,667758388,miquel@cellercansais.com,
"CELLER CEDO ANGUERA, S.L.",VP/P/3437/2020,X,,B43854520,C Marça de Dalt 29,43746,TIVISSA,RIBERA D'EBRE,"Vins, caves i vinagres, ORDI, OLIVES, RAÏM, AMETLLES, CIRERES, HORTA, AVELLANES","CEREALS, FRUITA DOLÇA, FRUITS DE CLOSCA, HORTÍCOLES, NO ADMISSIBLES, OLIVERAR, VINYA",Venda directa,,699694728,celler@cedoanguera.com,HORTA DE SANTA CLARA
CELLER COOPERATIU DE SALELLES SOCIETAT COOP CATALA,VP/AP/0084/2016,X,,F08239493,Cra IGUALADA S/N,8240,MANRESA,BAGES,"Formatges i altres derivats lactis de llet de cabra, Formatges i altres derivats lactis de llet d'ovella, Carn, embotits i derivats carnis de pollastres/gallina, Carn, embotits i derivats carnis de xai, Altres productes elaborats, Carn, embotits i derivats carnis de porcí, Ous de gallina, Vins, caves i vinagres, Olis, Mel, Formatges i altres derivats lactis de llet de vaca, Carn, embotits i derivats carnis de boví, ALBERCOC, Albergínies, Bledes , Carabasses, Cebes, calçots, porros i alls, Cogombre","FRUITA DOLÇA, HORTÍCOLES",Venda directa,,938720572,coopsalelles@coopsalelles.com,FORMATGES MAS ALBA
"CELLER COOPERATIU GANDESA, SCCL",VP/AP/0095/2016,X,,F43011816,Av Catalunya 28,43780,GANDESA,TERRA ALTA,"Altres productes elaborats, Vins, caves i vinagres",,Venda directa,Venda circuit curt,977420017,margarita@coopgandesa.com,
"CELLER LAVINYETA, SL",VP/P/0294/2013,X,,B55149595,Ctra de Mollet de Peralada a Masarac,17752,MOLLET DE PERALADA,ALT EMPORDÀ,"Formatges i altres derivats lactis de llet d'ovella, Ous de gallina, Vins, caves i vinagres, Mel, OLIVES, RAÏM VI","OLIVERAR, VINYA",Venda directa,Venda circuit curt,647748809,celler@lavinyeta.es,MAS CASTANYER
"CELLER MAS POLIT, SL",VP/P/3432/2020,X,,B17891714,Ctra SANT QUIRZE S/N,17781,VILAMANISCLE,ALT EMPORDÀ,"Vins, caves i vinagres, RAÏM",VINYA,Venda directa,Venda circuit curt,636482472,jliglesiasx@gmail.com,
CELLER MASROIG I SECCIÓ DE CRÈDIT SCCL,VP/AP/0150/2019,X,,F43011964,C/ Major 8,43736,MASROIG,PRIORAT,"Vins, caves i vinagres, Olis",,Venda directa,Venda circuit curt,977825050,duns@cellermasroig.com,
"CELLER PARDAS, SL",VP/P/1822/2015,X,,B63719041,Finca Can Comas,8775,TORRELAVIT,ALT PENEDÈS,"Vins, caves i vinagres, RAÏM",VINYA,Venda directa,Venda circuit curt,647874805,pardas@cancomas.com,
CELLERS AVGVSTVS FORVM SA,VP/P/2363/2016,X,,A58542747,Ctra Sant Vicenç - Les deveses,43700,VENDRELL,BAIX PENEDÉS,"Vins, caves i vinagres, Olis, OLIVES, RAÏM VI, GARROFES","FRUITS DE CLOSCA, OLIVERAR, VINYA",Venda directa,Venda circuit curt,977666910,enric@avgvstvsforvm.com,
"CELLERS CAROL VALLES, SL",VP/P/2462/2016,X,,B60821683,Lugar Finca Can Parellada,8739,SUBIRATS,ALT PENEDÈS,"Vins, caves i vinagres, CIVADA, VINYA","CEREALS, VINYA",Venda directa,,616638976,guillem.carol@cellerscarol.com,MAS EL CROS-ROCANEGRA
"CELLVIOSONA, SL",VP/P/0554/2013,X,,B66027327,CARRER SANT MARÇAL 1,8552,GURRI,OSONA,"Vins, caves i vinagres, VINYES",VINYA,Venda directa,Venda circuit curt,938801217,,MAS EUSEBI
"CENTELLAS JUNYENT, MARIA MERCE",VP/P/0744/2013,,X,,,8281,CALONGE DE SEGARRA,ANOIA,"Conserves vegetals, sucs, melmelades, fruits secs torrats, BLAT TOU, ORDI, RAÏM VI, AMETLLES, HORTA","CEREALS, FRUITS DE CLOSCA, HORTÍCOLES, VINYA",Venda directa,Venda circuit curt,,,
"CENTELLES CID, MARGARITA",VP/P/3157/2019,,X,,,43570,SANTA BÀRBARA,MONTSIÀ,"CLEMENTINES, TARONGES, MANDARINES","CÍTRICS, NO ADMISSIBLES",Venda directa,Venda circuit curt,,,
CENTRAL PARC DEL BAIX LLOBREGAT S.C.C.L.,VP/P/2199/2016,X,,F66549494,Pl CIUTAT COOPERATIVA 41,8830,SANT BOI DE LLOBREGAT,BAIX LLOBREGAT,HORTA,HORTÍCOLES,Venda directa,Venda circuit curt,654812817,cooperativa@centralparc.cat,
CENTRE ESPECIAL D'OCUPACIÓ DEL MARESME DE MATARÓ,VP/P/1824/2015,X,,G58376872,C/ Galicia 191,8304,MATARÓ,MARESME,"ESPECIES AROMÀTIQUES HERBÀCIES, HORTA, TOMÀQUET","ALTRES PRODUCTES, HORTÍCOLES",Venda directa,Venda circuit curt,937578388,cmarti@fundaciomaresme.cat,
CENTRE JARDINERIA L'HEURA SL,VP/P/1297/2013,X,,B60721768,Cra Sabadell Matadepera km 6.4 BVV-1248,8227,TERRASSA,VALLÈS OCCIDENTAL,HORTA,HORTÍCOLES,Venda directa,Venda circuit curt,937350220,heura@heura-cet.cat,
CEPDECI MERCATS SL,VP/P/2745/2017,X,,B55083133,C/ GINESTA 36,17250,CASTELL-PLATJA D'ARO,BAIX EMPORDÀ,HORTA,HORTÍCOLES,Venda directa,,607084602,info@mescub.cat,
"CERDANYA CORTINA, JOAN",VP/P/1405/2014,,X,,,25700,SEU D'URGELL,ALT URGELL,"Carn, embotits i derivats carnis de xai, Plantes aromàtiques, espècies i infusions, SÈGOL, CIVADA, PATATA, ESPECIES AROMATIQUES LLENYOSES, TÒFONA, PÈSOLS","ALTRES PRODUCTES, CEREALS, HORTÍCOLES, PROTEAGINOSES",Venda directa,,,,CELLER MAS LLUNES VINYES I CELLERS
"CEREALES ARAGON Y CATALUNYA, SA",VP/P/2543/2017,X,,A25043357,Av JAIME NADAL 70,25125,ALGUAIRE,SEGRIÀ,ESPELTA,CEREALS,Venda directa,,619704190,joanguillaumet@gmail.com,MAS MARCÈ
"CERECEDA CREMADES, MONTSERRAT",VP/P/2453/2016,,X,,,43730,FALSET,PRIORAT,"Vins, caves i vinagres, VINYA",VINYA,Venda directa,,,,MAS MONTSENY
"CEREZA SANCERNI, M. TERESA",VP/P/3012/2018,,X,,,25568,SORT,PALLARS SOBIRÀ,"Carn, embotits i derivats carnis de boví, SÈGOL, CIVADA",CEREALS,Venda directa,,,,ORÈN
"CERVANTES GOMEZ, ANA",VP/P/2565/2017,,X,,,17860,SANT JOAN DE LES ABADESSES,RIPOLLÈS,Ous de gallina,,Venda directa,Venda circuit curt,,,
"CERVELLO SERO, SILVIA",VP/P/0362/2013,,X,,,25001,ALFARRÀS,SEGRIÀ,"BLAT DE MORO, OLIVERES, PRESSEGUERS, NECTARINS, PERERES, POMERES, PRUNERES","BLAT DE MORO, FRUITA DOLÇA, OLIVERAR",Venda directa,,,,
"CERVOLES CELLER, SL",VP/P/2345/2016,X,,B25390857,Ctra TÀRREGA-BALAGUER s/n,25332,FULIOLA,URGELL,"Vins, caves i vinagres, OLIVES, RAÏM VI, AMETLLES","FRUITS DE CLOSCA, OLIVERAR, VINYA",Venda directa,,973580200,info@castelldelremei.com,MAS VIGATÀ
"CHAABI CARRILERO, LAILA",VP/P/2014/2016,,X,,,8029,BARCELONA,BARCELONÈS,"PEBROT, ENCIAM, CEBES, CALÇOTS, PORROS I ALLS, TOMÀQUET",HORTÍCOLES,Venda directa,,,,
"CHANTRY, OLIVIER FRANÇOIS",VP/P/1409/2014,,X,,,8830,SANT BOI DE LLOBREGAT,BAIX LLOBREGAT,"PEBROT, MELÓ, ALBERGÍNIA, BLEDA, ESPINAC, CARABASSA, TOMÀQUET, MADUIXA",HORTÍCOLES,Venda directa,Venda circuit curt,,,SO DE CAN RODA
"CHAPARRO MARIMON, JERUSA",VP/P/3100/2019,,X,,,8530,GARRIGA,VALLÈS ORIENTAL,"REMOLATXA, PATATA, OLIVES, ALTRES FRUITES, ENCIAMS, CEBA, CALÇOT, PORRO I ALL, TOMÀQUET","ALTRES PRODUCTES, FRUITA DOLÇA, HORTÍCOLES, OLIVERAR",Venda directa,Venda circuit curt,,,
"CHARLES SERRA, ANTONIO",VP/P/1685/2014,,X,,,25180,ALCARRÀS,SEGRIÀ,"OLIVES, PRESSECS, NECTARINES, ALBERCOCS, PERES, PEBROT, ENCIAMS, ALBERGÍNIA, CARBASSÓ, TOMÀQUET","FRUITA DOLÇA, HORTÍCOLES, OLIVERAR",Venda directa,,,,NO EN TE
"CHAVALERA BALADA, JOAQUIN",VP/P/0040/2013,,X,,,43530,ALCANAR,MONTSIÀ,"OLIVES, PEBROT, HORTA, TOMÀQUET, TARONGES, MANDARINES, CAQUI","CÍTRICS, FRUITA DOLÇA, HORTÍCOLES, OLIVERAR",Venda directa,,,,MEL DE CA L'ABELLAIRE
"CHICOT SALA, JOSE",VP/P/2589/2017,,X,,,17134,TALLADA D'EMPORDÀ,BAIX EMPORDÀ,"Olis, BLAT TOU, BLAT DE MORO, ORDI, GIRA-SOL, OLIVES","CEREALS D'ESTIU, CEREALS, OLEAGINOSES, OLIVERAR",Venda directa,,,,MEL SANT GUIM
"CIRAC RUFAU, TOMAS",VP/P/0795/2013,,X,,,43790,RIBA-ROJA D'EBRE,RIBERA D'EBRE,"Carn, embotits i derivats carnis de cabrum, Carn, embotits i derivats carnis de xai",,Venda directa,,,,SOL DEL SEGRIÀ
"CLARAMUNT ESTRUCH, JAVIER",VP/P/1083/2013,,X,,,8635,SANT ESTEVE SESROVIRES,BAIX LLOBREGAT,PRODUCTES D'HORTA,HORTÍCOLES,Venda directa,Venda circuit curt,,,CAN CERDÀ
"CLARET CIVIT, JAIME",VP/P/2295/2016,,X,,,25002,LLEIDA,SEGRIÀ,"ORDI, CIVADA, POMES, TOMÀQUET","CEREALS, FRUITA DOLÇA, HORTÍCOLES, NO ADMISSIBLES",Venda directa,,,,
"CLARIANA LOPEZ, JOSE RAMON",VP/P/3067/2018,,X,,,25171,ALBATÀRREC,SEGRIÀ,"Altres productes elaborats, PEBROT",HORTÍCOLES,Venda directa,,,,
"CLAVAGUERA MARTINEZ, JOAQUIN",VP/P/1836/2015,,X,,,8830,SANT BOI DE LLOBREGAT,BAIX LLOBREGAT,"PRUNA, HORTA, LLIMONA, FIGUERA","CÍTRICS, FRUITA DOLÇA, HORTÍCOLES",Venda directa,Venda circuit curt,,,SENCIES
"CLAVE CAMILLONI, JORGE",VP/P/1854/2015,,X,,,25340,VERDÚ,URGELL,"Olis, OLIVES, AMETLLES","FRUITS DE CLOSCA, NO ADMISSIBLES, OLIVERAR",Venda directa,,,,
"CLIMENT DEWIT, MONIQUE",VP/P/2284/2016,,X,,,25520,PONT DE SUERT,ALTA RIBAGORÇA,"Plantes aromàtiques, espècies i infusions, ESPECIES AROMÀTIQUES HERBÀCIES",ALTRES PRODUCTES,Venda directa,,,,
